user_id,signup_date,cohort_month,channel,device,region,user_segment,age,prior_python_score,prior_sql_score,experiment_group,assigned_at,sessions_7d,lessons_started_7d,lessons_completed_7d,study_minutes_7d,activated_7d,paywall_seen,trial_started,paid_14d,monthly_price,revenue_30d,refund_30d,payment_failed,retained_30d,retained_60d,churned_60d,support_tickets_30d,csat,nps_score,quiz_score_after,marketing_spend_user,is_test_account
U000809,2026-05-09,2026-05,organic,desktop,Moscow,other,31.0,41.6,39.2,control,2026-05-10,4,5,4,142.2,True,True,False,True,1490,1490.0,False,False,False,False,True,0,,8.0,51.6,0.0,False
U000810,2026-06-20,2026-06,paid_search,ios,Yekaterinburg,other,19.0,32.3,21.0,control,2026-06-21,1,1,1,104.1,False,False,False,False,0,0.0,False,False,False,False,False,0,,6.0,38.1,597.91,False
U000811,2026-03-02,2026-03,referral,ios,Other,career_switcher,28.0,17.0,64.8,smart_onboarding,2026-03-03,4,10,7,237.7,True,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,76.8,106.91,False
U000812,2026-04-19,2026-04,referral,android,Saint Petersburg,career_switcher,33.0,60.3,41.7,control,2026-04-20,3,3,2,109.5,False,True,True,True,1490,1490.0,False,False,True,True,False,0,,8.0,63.3,69.59,False
U000813,2026-01-09,2026-01,paid_search,android,Yekaterinburg,student,26.0,86.2,15.3,control,2026-01-09,1,3,1,261.5,False,True,False,False,0,0.0,False,False,False,False,False,0,,8.0,55.3,648.11,False
U000814,2026-05-28,2026-05,email,android,Moscow,manager,27.0,37.9,31.5,control,2026-05-28,6,9,6,220.6,True,True,False,False,0,0.0,False,False,True,True,False,0,,9.0,79.9,82.47,False
U000815,2026-05-27,2026-05,paid_search,mobile_web,Moscow,career_switcher,25.0,39.8,47.2,smart_onboarding,2026-05-27,4,4,3,109.6,True,True,False,False,0,0.0,False,False,True,False,False,0,,6.0,64.5,572.77,False
U000816,2026-04-01,2026-04,referral,android,Saint Petersburg,career_switcher,22.0,63.4,61.0,control,2026-04-01,6,5,2,104.1,True,True,False,False,0,0.0,False,False,True,True,False,0,,7.0,65.3,148.96,False
U000817,2026-01-30,2026-01,paid_search,android,Novosibirsk,career_switcher,23.0,50.5,49.3,smart_onboarding,2026-01-31,7,7,7,214.2,True,True,False,True,1490,1490.0,False,False,True,True,False,0,,3.0,86.7,713.14,False
U000818,2026-02-16,2026-02,paid_search,android,Saint Petersburg,junior_analyst,37.0,62.1,69.0,control,2026-02-17,7,6,2,123.5,True,True,True,True,2990,2990.0,False,False,True,True,False,0,,6.0,87.0,603.02,False
U000819,2026-05-23,2026-05,paid_search,ios,,student,26.0,69.5,60.7,control,2026-05-24,2,3,3,80.4,True,True,True,True,990,990.0,False,False,False,False,True,0,,9.0,66.0,523.39,False
U000820,2026-04-27,2026-04,referral,ios,Moscow,student,27.0,32.5,37.5,control,2026-04-28,3,5,3,121.4,True,True,True,False,0,0.0,False,False,False,False,False,0,,4.0,45.9,134.16,False
U000821,2026-04-17,2026-04,organic,ios,Other,career_switcher,31.0,46.1,60.7,smart_onboarding,2026-04-17,6,6,3,173.2,True,True,False,False,0,0.0,False,False,True,False,False,0,,7.0,61.4,0.0,False
U000822,2026-06-15,2026-06,organic,desktop,Moscow,career_switcher,32.0,47.1,29.9,control,2026-06-16,1,1,0,55.0,False,False,False,False,0,0.0,False,False,False,False,False,0,,4.0,26.4,0.0,False
U000823,2026-01-06,2026-01,paid_social,desktop,Moscow,student,33.0,40.6,53.1,smart_onboarding,2026-01-06,8,11,7,230.9,True,True,True,False,0,0.0,False,False,True,True,False,0,,7.0,75.5,328.34,False
U000824,2026-05-08,2026-05,referral,android,Other,student,43.0,28.7,41.3,control,2026-05-08,6,7,3,164.3,True,True,True,False,0,0.0,False,False,False,False,False,1,3.0,9.0,50.6,123.36,False
U000825,2026-02-26,2026-02,paid_social,android,Saint Petersburg,student,27.0,53.7,31.2,control,2026-02-26,3,4,2,73.8,False,True,False,False,0,0.0,False,False,False,False,False,0,,8.0,52.3,429.06,False
U000826,2026-01-17,2026-01,paid_social,ios,Other,other,27.0,42.1,46.7,control,2026-01-18,4,5,3,122.1,True,True,False,False,0,0.0,False,False,False,False,False,1,3.0,7.0,47.2,214.2,False
U000827,2026-05-22,2026-05,organic,ios,Novosibirsk,career_switcher,23.0,37.7,50.2,smart_onboarding,2026-05-23,6,3,2,148.2,True,True,False,False,0,0.0,False,False,False,False,False,0,,7.0,46.4,0.0,False
U000828,2026-03-22,2026-03,paid_social,ios,Other,student,22.0,20.8,38.8,control,2026-03-23,6,6,5,205.4,True,True,True,True,990,990.0,True,False,True,False,True,1,3.0,9.0,56.5,535.41,False
U000829,2026-06-29,2026-06,organic,desktop,Moscow,junior_analyst,31.0,56.1,61.8,control,2026-06-29,5,5,3,120.2,True,True,False,False,0,0.0,False,False,True,True,False,1,4.0,10.0,65.6,0.0,False
U000830,2026-05-02,2026-05,organic,ios,Novosibirsk,junior_analyst,23.0,50.7,63.3,control,2026-05-03,7,5,2,105.3,True,True,False,False,0,0.0,False,False,True,False,False,0,,7.0,63.8,0.0,False
U000831,2026-01-15,2026-01,organic,mobile_web,Other,career_switcher,18.0,60.4,49.1,control,2026-01-16,3,2,2,83.0,False,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,58.2,0.0,False
U000832,2026-06-24,2026-06,paid_search,mobile_web,Novosibirsk,career_switcher,39.0,28.1,17.1,smart_onboarding,2026-06-24,4,5,3,116.0,True,True,True,True,1490,1490.0,False,False,False,False,True,0,,7.0,36.8,448.29,False
U000833,2026-05-23,2026-05,referral,ios,Novosibirsk,career_switcher,28.0,40.8,48.0,control,2026-05-23,9,7,5,172.1,True,True,True,False,0,0.0,False,False,True,True,False,0,,6.0,77.8,142.57,False
U000834,2026-03-28,2026-03,paid_search,desktop,Yekaterinburg,career_switcher,31.0,36.5,27.7,smart_onboarding,2026-03-28,3,6,4,114.0,True,True,False,True,1990,3980.0,False,False,True,True,False,0,,8.0,56.2,609.04,False
U000835,2026-01-15,2026-01,organic,android,,manager,38.0,53.2,29.0,smart_onboarding,2026-01-15,6,11,9,270.9,True,True,True,False,0,0.0,False,False,True,False,False,0,,8.0,83.5,0.0,False
U000836,2026-03-26,2026-03,organic,android,Moscow,other,18.0,42.9,27.4,smart_onboarding,2026-03-27,6,7,4,135.1,True,True,True,True,990,990.0,True,False,False,False,True,0,,6.0,46.1,0.0,False
U000837,2026-02-23,2026-02,influencer,android,Saint Petersburg,manager,30.0,49.8,32.5,smart_onboarding,2026-02-23,3,2,1,131.5,False,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,51.2,467.07,False
U000838,2026-05-18,2026-05,organic,desktop,Moscow,student,33.0,23.2,49.9,smart_onboarding,2026-05-19,6,5,2,103.3,True,True,True,False,0,0.0,False,False,True,False,False,0,,9.0,26.4,0.0,False
U000839,2026-04-29,2026-04,paid_search,android,Moscow,student,27.0,33.8,76.3,smart_onboarding,2026-04-29,7,5,4,146.1,True,True,True,False,0,0.0,False,False,True,True,False,1,4.0,2.0,89.6,528.58,False
U000840,2026-01-03,2026-01,paid_social,android,Other,career_switcher,29.0,48.6,55.2,control,2026-01-04,2,1,1,55.0,False,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,42.9,380.98,False
U000841,2026-03-01,2026-03,email,ios,Other,student,33.0,61.1,32.8,smart_onboarding,2026-03-02,8,6,5,179.0,True,True,False,False,0,0.0,False,False,True,True,False,0,,7.0,74.1,80.48,False
U000842,2026-04-24,2026-04,organic,ios,Moscow,career_switcher,27.0,48.2,60.5,control,2026-04-24,2,2,2,124.4,False,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,68.0,0.0,False
U000843,2026-06-19,2026-06,organic,android,Moscow,career_switcher,32.0,52.2,34.0,control,2026-06-20,5,3,0,110.7,False,True,False,False,0,0.0,False,False,False,False,False,0,,4.0,44.5,0.0,False
U000844,2026-06-19,2026-06,referral,desktop,Moscow,manager,23.0,22.0,33.3,smart_onboarding,2026-06-19,9,5,3,158.6,True,True,False,True,1490,1490.0,False,False,True,True,False,0,,8.0,41.5,135.63,False
U000845,2026-06-19,2026-06,referral,desktop,Kazan,manager,36.0,44.7,42.8,control,2026-06-19,6,6,3,214.3,True,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,80.6,121.96,False
U000846,2026-03-28,2026-03,organic,android,Other,junior_analyst,26.0,54.2,60.6,control,2026-03-29,8,7,5,171.2,True,True,False,False,0,0.0,False,False,True,False,False,0,,6.0,92.0,0.0,False
U000847,2026-03-05,2026-03,referral,ios,Other,student,20.0,48.5,64.8,smart_onboarding,2026-03-06,4,3,3,154.2,True,True,False,False,0,0.0,False,False,True,False,False,0,,9.0,71.3,140.12,False
U000848,2026-03-21,2026-03,paid_social,android,Moscow,student,27.0,53.2,53.9,control,2026-03-22,3,3,3,89.3,True,True,True,False,0,0.0,False,False,True,False,False,1,2.0,7.0,54.1,407.11,False
U000849,2026-03-09,2026-03,organic,android,Moscow,manager,22.0,40.0,68.6,control,2026-03-09,1,0,0,20.2,False,False,False,False,0,0.0,False,False,False,False,False,0,,6.0,49.5,0.0,False
U000850,2026-03-23,2026-03,referral,android,Novosibirsk,career_switcher,24.0,27.8,33.6,smart_onboarding,2026-03-24,7,2,1,143.2,False,True,False,False,0,0.0,False,False,False,False,False,0,,9.0,38.2,157.14,False
U000851,2026-01-07,2026-01,referral,ios,Moscow,student,31.0,53.8,10.4,control,2026-01-08,7,6,3,294.7,True,True,False,False,0,0.0,False,False,False,False,False,0,,8.0,52.6,108.72,False
U000852,2026-04-05,2026-04,influencer,android,Moscow,career_switcher,27.0,3.9,46.3,smart_onboarding,2026-04-05,6,6,2,123.5,True,True,False,False,0,0.0,False,False,False,False,False,0,,8.0,32.3,632.81,False
U000853,2026-02-02,2026-02,paid_search,android,Yekaterinburg,junior_analyst,28.0,43.2,56.7,smart_onboarding,2026-02-03,4,6,2,116.0,True,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,63.1,350.44,False
U000854,2026-04-19,2026-04,email,desktop,Moscow,career_switcher,19.0,59.5,23.3,control,2026-04-20,4,8,4,123.3,True,True,False,False,0,0.0,False,True,False,False,False,1,5.0,6.0,54.8,84.24,False
U000855,2026-03-08,2026-03,referral,desktop,Moscow,manager,29.0,53.1,70.8,smart_onboarding,2026-03-08,5,5,5,159.0,True,True,False,False,0,0.0,False,False,True,True,False,0,,6.0,76.6,91.63,False
U000856,2026-02-23,2026-02,referral,ios,Moscow,manager,21.0,36.0,38.0,control,2026-02-24,6,5,2,94.9,True,True,True,True,1490,1490.0,False,False,True,False,True,0,,9.0,49.2,80.26,False
U000857,2026-03-14,2026-03,paid_search,desktop,Novosibirsk,career_switcher,23.0,18.2,22.3,smart_onboarding,2026-03-15,3,6,2,91.9,False,True,False,False,0,0.0,False,False,False,False,False,0,,3.0,52.3,653.76,False
U000858,2026-06-15,2026-06,organic,desktop,Other,student,32.0,58.4,30.4,control,2026-06-15,3,6,4,124.2,True,True,False,False,0,0.0,False,False,False,False,False,0,,8.0,75.9,0.0,False
U000859,2026-05-03,2026-05,email,desktop,Other,student,34.0,22.6,53.7,smart_onboarding,2026-05-04,11,8,3,165.0,True,True,True,False,0,0.0,False,False,False,False,False,0,,8.0,66.9,92.97,False
U000860,2026-01-12,2026-01,organic,android,Moscow,student,18.0,59.0,73.8,smart_onboarding,2026-01-12,2,3,2,98.0,False,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,50.4,0.0,False
U000861,2026-04-02,2026-04,influencer,android,Other,manager,34.0,7.2,58.9,control,2026-04-02,2,4,0,40.6,False,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,13.6,795.78,False
U000862,2026-05-24,2026-05,paid_search,android,Moscow,junior_analyst,27.0,59.9,62.7,control,2026-05-25,4,1,0,59.5,False,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,50.7,475.05,False
U000863,2026-01-24,2026-01,organic,mobile_web,Moscow,junior_analyst,39.0,61.9,37.0,control,2026-01-24,4,4,4,138.5,True,True,False,False,0,0.0,False,False,False,False,False,0,,10.0,65.7,0.0,False
U000864,2026-05-30,2026-05,organic,ios,Yekaterinburg,student,34.0,44.4,55.8,smart_onboarding,2026-05-30,3,2,1,69.2,False,True,False,False,0,0.0,False,False,True,True,False,0,,5.0,70.8,0.0,False
U000865,2026-03-16,2026-03,email,desktop,Other,manager,40.0,51.1,56.9,control,2026-03-16,4,6,4,146.7,True,True,False,False,0,0.0,False,False,True,False,False,0,,10.0,64.3,19.21,False
U000866,2026-03-25,2026-03,paid_social,ios,Moscow,career_switcher,33.0,50.9,48.3,control,2026-03-26,0,0,0,117.9,False,False,False,False,0,0.0,False,False,False,False,False,0,,6.0,34.7,425.0,False
U000867,2026-05-10,2026-05,paid_search,mobile_web,Kazan,student,24.0,22.1,38.7,control,2026-05-10,6,6,3,133.0,True,True,True,False,0,0.0,False,False,True,True,False,0,,7.0,52.7,544.46,False
U000868,2026-01-26,2026-01,paid_social,android,Moscow,career_switcher,26.0,41.4,51.0,smart_onboarding,2026-01-26,5,6,4,124.5,True,True,True,True,2990,2990.0,False,False,False,False,True,0,,10.0,85.9,510.08,False
U000869,2026-03-26,2026-03,paid_search,android,Moscow,student,27.0,55.9,62.5,smart_onboarding,2026-03-27,8,9,7,239.2,True,True,False,False,0,0.0,False,False,True,True,False,0,,7.0,85.8,384.44,False
U000870,2026-03-27,2026-03,paid_social,desktop,Moscow,career_switcher,31.0,20.6,51.7,smart_onboarding,2026-03-28,4,5,3,145.5,True,True,True,True,990,990.0,False,False,True,True,False,0,,10.0,65.4,555.24,False
U000871,2026-02-27,2026-02,paid_search,desktop,Moscow,student,40.0,23.0,1.4,smart_onboarding,2026-02-27,8,6,2,143.6,True,True,False,True,990,990.0,False,False,True,True,False,0,,6.0,38.8,440.54,False
U000872,2026-03-01,2026-03,referral,mobile_web,,student,26.0,24.1,37.0,control,2026-03-01,7,4,2,114.8,True,True,False,False,0,0.0,False,False,False,False,False,0,,9.0,55.5,131.68,False
U000873,2026-02-28,2026-02,referral,android,Novosibirsk,junior_analyst,24.0,37.2,44.6,smart_onboarding,2026-03-01,11,8,5,185.1,True,True,False,False,0,0.0,False,False,True,False,False,0,,7.0,71.0,130.49,False
U000874,2026-02-13,2026-02,paid_social,ios,Moscow,junior_analyst,42.0,59.8,73.1,control,2026-02-13,6,8,5,143.1,True,True,False,False,0,0.0,False,False,True,False,False,0,,7.0,58.6,67.69,False
U000875,2026-02-22,2026-02,organic,mobile_web,Kazan,career_switcher,25.0,65.2,36.2,smart_onboarding,2026-02-22,5,5,4,131.4,True,True,False,True,990,990.0,False,False,False,False,True,0,,9.0,66.5,0.0,False
U000876,2026-04-17,2026-04,paid_search,ios,Moscow,career_switcher,31.0,39.4,42.2,control,2026-04-17,7,7,2,125.8,True,True,False,False,0,0.0,False,False,True,True,False,0,,5.0,65.5,709.61,False
U000877,2026-03-05,2026-03,paid_social,ios,Other,career_switcher,33.0,75.8,40.9,control,2026-03-05,6,11,6,176.1,True,True,True,True,1490,1490.0,False,False,True,True,False,0,,8.0,78.7,451.21,False
U000878,2026-04-25,2026-04,organic,android,Moscow,career_switcher,31.0,37.1,64.4,smart_onboarding,2026-04-26,9,7,5,209.4,True,True,True,False,0,0.0,False,False,True,False,False,0,,7.0,63.6,0.0,False
U000879,2026-05-16,2026-05,organic,ios,Moscow,career_switcher,18.0,74.8,35.9,control,2026-05-17,2,1,1,112.3,False,True,False,False,0,0.0,False,False,True,False,False,0,,7.0,54.3,0.0,False
U000880,2026-06-03,2026-06,paid_search,ios,Other,career_switcher,24.0,42.3,21.1,control,2026-06-04,6,5,2,126.4,True,True,False,True,1490,1490.0,False,False,True,True,False,0,,10.0,59.0,438.28,False
U000881,2026-03-01,2026-03,paid_search,mobile_web,Moscow,student,33.0,48.5,46.8,control,2026-03-02,3,2,0,63.8,False,True,False,False,0,0.0,False,False,True,False,False,0,,4.0,48.6,535.62,False
U000882,2026-02-12,2026-02,influencer,android,Moscow,junior_analyst,33.0,71.7,52.1,smart_onboarding,2026-02-13,5,6,3,130.4,True,True,False,False,0,0.0,False,False,True,True,False,0,,10.0,70.8,778.98,False
U000883,2026-06-23,2026-06,organic,android,Saint Petersburg,career_switcher,31.0,43.5,45.1,smart_onboarding,2026-06-24,2,8,5,158.7,True,True,False,False,0,0.0,False,False,True,False,False,0,,10.0,68.4,0.0,False
U000884,2026-04-29,2026-04,influencer,mobile_web,Yekaterinburg,manager,30.0,64.1,62.6,smart_onboarding,2026-04-29,1,1,1,78.1,False,False,False,False,0,0.0,False,False,False,False,False,0,,2.0,50.8,434.35,False
U000885,2026-01-11,2026-01,email,desktop,Yekaterinburg,career_switcher,27.0,63.6,50.5,control,2026-01-11,4,3,3,85.7,True,True,False,False,0,0.0,False,False,False,False,False,1,3.0,9.0,64.4,81.69,True
U000886,2026-04-06,2026-04,referral,ios,Saint Petersburg,career_switcher,32.0,40.4,32.9,control,2026-04-07,7,4,1,76.2,False,True,False,False,0,0.0,False,False,False,False,False,0,,4.0,42.4,93.67,False
U000887,2026-02-01,2026-02,paid_social,android,Kazan,student,25.0,55.4,34.1,control,2026-02-02,5,4,2,82.4,True,True,False,False,0,0.0,False,False,True,True,False,0,,9.0,53.4,638.8,False
U000888,2026-05-23,2026-05,paid_search,desktop,Saint Petersburg,career_switcher,25.0,55.3,51.6,control,2026-05-24,5,7,3,115.0,True,True,False,False,0,0.0,False,False,True,False,False,0,,10.0,62.9,543.34,False
U000889,2026-06-17,2026-06,organic,android,Moscow,other,19.0,55.8,59.0,smart_onboarding,2026-06-17,5,8,7,224.4,True,True,False,True,1490,1490.0,False,False,True,False,True,0,,9.0,86.3,0.0,False
U000890,2026-05-03,2026-05,influencer,ios,Other,career_switcher,22.0,65.3,50.1,control,2026-05-04,3,5,3,94.0,True,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,70.0,958.44,False
U000891,2026-05-19,2026-05,influencer,ios,Moscow,career_switcher,,69.3,27.5,control,2026-05-19,8,9,7,235.5,True,True,True,True,990,990.0,False,False,True,True,False,0,,10.0,87.7,741.01,False
U000892,2026-03-02,2026-03,organic,desktop,,junior_analyst,41.0,38.9,55.4,control,2026-03-02,8,6,4,162.7,True,True,False,False,0,0.0,False,False,True,False,False,0,,9.0,65.9,0.0,False
U000893,2026-06-24,2026-06,organic,android,Kazan,other,23.0,63.4,30.2,smart_onboarding,2026-06-24,8,9,7,232.2,True,True,True,False,0,0.0,False,True,True,False,False,0,,8.0,87.7,0.0,False
U000894,2026-02-21,2026-02,organic,ios,Moscow,manager,28.0,26.7,41.7,control,2026-02-22,3,6,3,146.5,True,True,False,False,0,0.0,False,False,False,False,False,0,,7.0,35.7,0.0,False
U000895,2026-04-27,2026-04,influencer,android,Kazan,manager,24.0,50.5,39.3,smart_onboarding,2026-04-27,1,2,2,79.5,False,True,False,False,0,0.0,False,False,True,False,False,2,5.0,7.0,56.3,892.83,False
U000896,2026-05-21,2026-05,paid_search,ios,Moscow,junior_analyst,35.0,46.4,34.6,smart_onboarding,2026-05-22,8,10,4,180.7,True,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,60.9,412.49,False
U000897,2026-05-09,2026-05,paid_search,android,Moscow,junior_analyst,37.0,49.2,41.9,smart_onboarding,2026-05-10,4,6,2,71.1,True,True,True,False,0,0.0,False,False,False,False,False,0,,7.0,40.8,579.57,False
U000898,2026-05-01,2026-05,organic,android,Saint Petersburg,manager,20.0,27.2,49.0,control,2026-05-01,3,4,2,103.1,False,True,False,False,0,0.0,False,False,False,False,False,0,,7.0,59.7,0.0,False
U000899,2026-05-06,2026-05,paid_social,mobile_web,Moscow,other,27.0,41.8,31.2,smart_onboarding,2026-05-07,6,9,7,191.7,True,True,False,True,1490,1490.0,False,False,True,True,False,0,,6.0,73.7,238.85,False
U000900,2026-04-22,2026-04,organic,android,Moscow,career_switcher,34.0,48.4,35.0,smart_onboarding,2026-04-22,3,5,3,123.4,True,True,False,True,990,1980.0,False,False,False,False,True,0,,9.0,72.4,0.0,False
U000901,2026-05-05,2026-05,referral,ios,Kazan,student,34.0,44.2,49.4,control,2026-05-06,4,4,2,139.6,True,True,True,False,0,0.0,False,False,True,False,False,0,,5.0,59.0,194.0,False
U000902,2026-03-02,2026-03,paid_social,ios,Moscow,junior_analyst,33.0,50.8,52.0,control,2026-03-03,4,2,2,90.3,True,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,60.1,274.69,False
U000903,2026-05-11,2026-05,organic,mobile_web,Kazan,student,28.0,57.9,38.3,smart_onboarding,2026-05-12,6,8,5,161.2,True,True,True,True,1490,1490.0,False,False,False,False,True,0,,10.0,65.5,0.0,False
U000904,2026-06-22,2026-06,email,ios,Moscow,junior_analyst,25.0,43.2,49.8,control,2026-06-23,5,8,4,136.9,True,True,False,True,1490,5960.0,False,False,True,True,False,0,,5.0,51.5,58.33,False
U000905,2026-04-08,2026-04,organic,ios,Other,manager,35.0,10.2,35.9,smart_onboarding,2026-04-09,3,2,1,107.9,False,True,False,False,0,0.0,False,False,False,False,False,0,,4.0,34.2,0.0,False
U000906,2026-04-11,2026-04,referral,mobile_web,Other,junior_analyst,22.0,51.6,47.1,control,2026-04-12,11,7,5,202.5,True,True,True,True,1490,1490.0,False,False,True,True,False,0,,9.0,67.4,153.07,False
U000907,2026-05-21,2026-05,paid_social,ios,Moscow,career_switcher,22.0,10.1,46.7,control,2026-05-22,2,4,1,91.0,False,True,False,False,0,0.0,False,False,False,False,False,1,4.0,6.0,55.0,253.67,False
U000908,2026-05-17,2026-05,paid_search,desktop,Other,career_switcher,28.0,46.0,62.0,control,2026-05-18,6,3,0,130.6,False,True,False,False,0,0.0,False,False,False,False,False,0,,7.0,63.8,663.73,False
U000909,2026-05-28,2026-05,paid_social,desktop,Moscow,manager,20.0,54.5,46.9,smart_onboarding,2026-05-28,6,10,7,229.8,True,True,False,False,0,0.0,False,False,True,False,False,0,,8.0,93.7,602.6,False
U000910,2026-06-07,2026-06,email,android,Saint Petersburg,junior_analyst,30.0,56.5,46.3,control,2026-06-07,4,4,3,137.2,True,True,False,False,0,0.0,False,False,True,False,False,1,4.0,10.0,68.3,45.97,False
U000911,2026-02-27,2026-02,organic,desktop,Other,student,29.0,51.2,54.6,control,2026-02-27,5,5,5,148.5,True,True,False,False,0,0.0,False,False,True,False,False,0,,6.0,74.0,0.0,False
U000912,2026-04-16,2026-04,influencer,desktop,Moscow,career_switcher,36.0,46.5,39.7,control,2026-04-16,7,8,1,113.1,False,True,False,False,0,0.0,False,False,False,False,False,0,,8.0,28.5,647.88,False
U000913,2026-01-10,2026-01,referral,android,Other,student,27.0,33.9,23.5,control,2026-01-10,2,3,1,84.3,False,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,38.1,157.06,True
U000914,2026-06-11,2026-06,organic,ios,Moscow,other,26.0,6.7,25.8,control,2026-06-11,6,3,3,164.2,True,True,True,True,1490,1490.0,False,False,False,False,True,0,,6.0,45.0,0.0,False
U000915,2026-03-22,2026-03,email,ios,Other,student,28.0,53.5,32.0,control,2026-03-22,4,5,1,60.3,False,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,43.1,80.05,False
U000916,2026-04-23,2026-04,influencer,ios,Moscow,manager,25.0,44.4,64.3,control,2026-04-24,1,3,3,114.4,True,True,False,False,0,0.0,False,False,True,True,False,0,,9.0,63.2,744.24,False
U000917,2026-01-06,2026-01,paid_search,ios,Saint Petersburg,career_switcher,40.0,38.6,31.8,smart_onboarding,2026-01-07,4,2,1,66.6,False,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,24.0,536.1,False
U000918,2026-03-28,2026-03,email,android,Kazan,career_switcher,32.0,26.6,76.4,control,2026-03-29,3,3,1,60.3,False,True,False,False,0,0.0,False,False,False,False,False,0,,4.0,50.9,68.68,False
U000919,2026-06-22,2026-06,paid_social,android,Saint Petersburg,junior_analyst,35.0,64.5,27.9,smart_onboarding,2026-06-22,5,2,1,69.9,False,True,False,False,0,0.0,False,False,False,False,False,0,,5.0,79.6,540.63,False
U000920,2026-04-18,2026-04,paid_search,android,Yekaterinburg,career_switcher,29.0,69.5,51.5,control,2026-04-19,9,9,9,364.6,True,True,True,False,0,0.0,False,False,False,False,False,0,,6.0,89.4,388.1,False
U000921,2026-05-22,2026-05,organic,mobile_web,Other,career_switcher,30.0,68.2,40.3,control,2026-05-22,7,7,2,114.3,True,True,False,False,0,0.0,False,False,False,False,False,0,,6.0,50.9,0.0,False
U000922,2026-06-19,2026-06,paid_social,mobile_web,Kazan,career_switcher,35.0,46.7,48.7,smart_onboarding,2026-06-20,7,10,7,187.2,True,True,True,False,0,0.0,False,False,True,False,False,0,,8.0,79.8,421.04,False
U000923,2026-04-29,2026-04,paid_social,mobile_web,Other,career_switcher,35.0,62.5,23.9,control,2026-04-30,6,5,2,140.7,True,True,False,False,0,0.0,False,False,False,False,False,0,,10.0,56.7,369.27,False
U000924,2026-01-23,2026-01,paid_social,android,Kazan,student,20.0,49.6,15.6,control,2026-01-23,5,5,2,162.4,True,True,True,False,0,0.0,False,False,False,False,False,0,,7.0,54.8,527.42,False
U000925,2026-04-14,2026-04,referral,mobile_web,Other,student,33.0,54.7,35.7,smart_onboarding,2026-04-15,6,5,4,132.5,True,True,True,False,0,0.0,False,False,False,False,False,0,,7.0,70.4,138.98,False
U000926,2026-04-16,2026-04,referral,mobile_web,Kazan,career_switcher,35.0,32.9,39.9,control,2026-04-17,8,11,2,146.7,True,True,False,False,0,0.0,False,False,False,False,False,0,,7.0,44.1,114.17,False
U000927,2026-05-20,2026-05,organic,android,Moscow,junior_analyst,28.0,61.9,49.1,smart_onboarding,2026-05-21,4,6,5,162.5,True,True,True,True,990,990.0,False,False,True,False,True,0,,9.0,60.7,0.0,False
U000928,2026-02-08,2026-02,organic,android,Other,career_switcher,25.0,25.7,50.5,smart_onboarding,2026-02-08,6,7,7,196.9,True,True,False,True,990,990.0,True,False,True,False,True,1,4.0,6.0,76.6,0.0,False
U000929,2026-03-16,2026-03,paid_search,ios,Moscow,other,27.0,5.6,17.4,control,2026-03-16,6,9,4,206.5,True,True,False,False,0,0.0,False,False,False,False,False,1,4.0,10.0,51.7,660.18,False
U000930,2026-04-19,2026-04,organic,android,Saint Petersburg,career_switcher,31.0,31.9,35.4,control,2026-04-19,0,1,0,104.3,False,False,False,False,0,0.0,False,False,False,False,False,0,,7.0,21.6,0.0,False
U000931,2026-01-07,2026-01,paid_search,android,Saint Petersburg,career_switcher,28.0,39.6,44.5,control,2026-01-07,5,10,7,212.3,True,True,False,True,1490,1490.0,False,False,True,True,False,0,,10.0,96.5,676.65,False
U000932,2026-03-17,2026-03,referral,mobile_web,Moscow,career_switcher,26.0,59.8,45.0,smart_onboarding,2026-03-17,8,7,5,165.8,True,True,False,False,0,0.0,False,False,True,False,False,0,,7.0,60.2,137.48,False
U000933,2026-06-07,2026-06,organic,android,Kazan,career_switcher,31.0,24.3,39.7,control,2026-06-07,3,4,1,69.8,False,True,False,False,0,0.0,False,False,True,False,False,0,,6.0,35.6,0.0,False
U000934,2026-06-23,2026-06,organic,ios,Moscow,career_switcher,26.0,65.2,5.2,smart_onboarding,2026-06-23,6,8,5,148.2,True,True,False,False,0,0.0,False,False,True,False,False,0,,6.0,65.2,0.0,False
U000935,2026-01-17,2026-01,organic,ios,Yekaterinburg,career_switcher,24.0,62.0,39.6,control,2026-01-18,6,11,7,204.5,True,True,False,True,1990,1990.0,False,False,False,False,True,0,,6.0,78.3,0.0,False
