payment_id,user_id,payment_date,payment_status,amount,monthly_price
PAY000510,U002360,2026-01-16,refunded,1990.0,1990
PAY000511,U002363,2026-06-21,paid,990.0,990
PAY000512,U002390,2026-05-10,paid,990.0,990
PAY000513,U002392,2026-03-29,paid,1990.0,1990
PAY000514,U002402,2026-05-18,paid,1490.0,1490
PAY000515,U002408,2026-03-10,paid,990.0,990
PAY000516,U002417,2026-03-01,paid,1490.0,1490
PAY000517,U002427,2026-03-10,paid,990.0,990
PAY000518,U002432,2026-05-02,paid,1490.0,1490
PAY000519,U002439,2026-04-18,paid,1490.0,1490
PAY000520,U002448,2026-05-01,paid,990.0,990
PAY000521,U002452,2026-01-30,paid,1990.0,1990
PAY000522,U002453,2026-06-29,paid,1990.0,1990
PAY000523,U002470,2026-05-14,paid,1990.0,1990
PAY000524,U002471,2026-05-04,paid,1990.0,1990
PAY000525,U002473,2026-06-21,paid,990.0,990
PAY000526,U002476,2026-01-20,paid,1980.0,990
PAY000527,U002483,2026-03-11,paid,1980.0,990
PAY000528,U002484,2026-03-27,paid,990.0,990
PAY000529,U002497,2026-01-11,paid,1490.0,1490
PAY000530,U002499,2026-01-22,paid,1990.0,1990
PAY000531,U002501,2026-02-20,paid,990.0,990
PAY000532,U002503,2026-05-22,paid,1990.0,1990
PAY000533,U002505,2026-01-23,paid,1490.0,1490
PAY000534,U002509,2026-01-12,paid,1490.0,1490
PAY000535,U002511,2026-04-07,paid,990.0,990
PAY000536,U002512,2026-02-14,paid,3980.0,1990
PAY000537,U002517,2026-02-10,paid,1990.0,1990
PAY000538,U002524,2026-04-21,paid,7450.0,1490
PAY000539,U002526,2026-01-05,paid,1990.0,1990
PAY000540,U002527,2026-05-15,paid,1490.0,1490
PAY000541,U002530,2026-02-12,paid,3980.0,1990
PAY000542,U002534,2026-02-14,paid,1980.0,990
PAY000543,U002539,2026-02-04,paid,1990.0,1990
PAY000544,U002545,2026-05-10,paid,1490.0,1490
PAY000545,U002555,2026-05-29,paid,990.0,990
PAY000546,U002561,2026-03-22,paid,3980.0,1990
PAY000547,U002562,2026-02-17,paid,3980.0,1990
PAY000548,U002564,2026-01-07,paid,1490.0,1490
PAY000549,U002567,2026-06-23,paid,2990.0,2990
PAY000550,U002574,2026-01-12,refunded,1990.0,1990
PAY000551,U002584,2026-03-24,paid,990.0,990
PAY000552,U002588,2026-01-24,paid,2990.0,2990
PAY000553,U002593,2026-02-15,paid,1490.0,1490
PAY000554,U002596,2026-03-20,paid,1990.0,1990
PAY000555,U002597,2026-05-24,paid,1990.0,1990
PAY000556,U002598,2026-06-20,paid,1490.0,1490
PAY000557,U002599,2026-04-11,paid,1990.0,1990
PAY000558,U002607,2026-02-12,paid,1490.0,1490
PAY000559,U002611,2026-05-04,refunded,990.0,990
PAY000560,U002612,2026-03-08,paid,1990.0,1990
PAY000561,U002614,2026-05-14,paid,1490.0,1490
PAY000562,U002619,2026-03-23,paid,990.0,990
PAY000563,U002630,2026-01-13,refunded,1490.0,1490
PAY000564,U002637,2026-02-16,paid,990.0,990
PAY000565,U002643,2026-05-20,paid,1490.0,1490
PAY000566,U002649,2026-04-20,paid,1490.0,1490
PAY000567,U002651,2026-06-09,paid,1490.0,1490
PAY000568,U002652,2026-01-13,paid,2990.0,2990
PAY000569,U002655,2026-04-27,paid,990.0,990
PAY000570,U002657,2026-02-07,paid,2990.0,2990
PAY000571,U002659,2026-02-19,paid,1490.0,1490
PAY000572,U002660,2026-06-20,paid,1490.0,1490
PAY000573,U002664,2026-06-04,paid,990.0,990
PAY000574,U002667,2026-05-25,paid,1490.0,1490
PAY000575,U002674,2026-06-10,paid,990.0,990
PAY000576,U002679,2026-01-02,paid,990.0,990
PAY000577,U002680,2026-04-28,paid,1990.0,1990
PAY000578,U002691,2026-03-14,paid,1490.0,1490
PAY000579,U002696,2026-01-31,paid,1990.0,1990
PAY000580,U002699,2026-06-25,paid,1990.0,1990
PAY000581,U002700,2026-04-29,paid,3980.0,1990
PAY000582,U002706,2026-04-11,paid,990.0,990
PAY000583,U002707,2026-03-02,paid,2990.0,2990
PAY000584,U002708,2026-02-26,paid,1490.0,1490
PAY000585,U002716,2026-03-02,paid,1990.0,1990
PAY000586,U002718,2026-04-10,paid,990.0,990
PAY000587,U002724,2026-04-04,paid,1490.0,1490
PAY000588,U002730,2026-06-25,paid,3980.0,1990
PAY000589,U002731,2026-03-14,paid,2990.0,2990
PAY000590,U002735,2026-06-22,paid,1490.0,1490
PAY000591,U002736,2026-01-24,paid,1490.0,1490
PAY000592,U002739,2026-03-14,paid,990.0,990
PAY000593,U002741,2026-06-11,paid,1490.0,1490
PAY000594,U002745,2026-01-29,paid,1990.0,1990
PAY000595,U002762,2026-05-11,paid,990.0,990
PAY000596,U002770,2026-06-08,paid,3980.0,1990
PAY000597,U002773,2026-02-14,paid,990.0,990
PAY000598,U002774,2026-06-19,paid,990.0,990
PAY000599,U002775,2026-05-10,paid,1990.0,1990
PAY000600,U002778,2026-02-25,paid,1490.0,1490
PAY000601,U002779,2026-03-04,paid,990.0,990
PAY000602,U002785,2026-01-07,refunded,990.0,990
PAY000603,U002788,2026-06-23,paid,1490.0,1490
PAY000604,U002791,2026-06-16,paid,1490.0,1490
PAY000605,U002792,2026-04-13,paid,1990.0,1990
PAY000606,U002793,2026-01-27,paid,990.0,990
PAY000607,U002799,2026-05-30,paid,990.0,990
PAY000608,U002800,2026-03-07,paid,2980.0,1490
PAY000609,U002802,2026-05-24,paid,990.0,990
PAY000610,U002807,2026-03-02,paid,1990.0,1990
PAY000611,U002809,2026-02-24,refunded,1490.0,1490
PAY000612,U002811,2026-02-28,paid,1490.0,1490
PAY000613,U002813,2026-07-10,paid,1490.0,1490
PAY000614,U002815,2026-04-09,paid,1490.0,1490
PAY000615,U002816,2026-06-04,paid,990.0,990
PAY000616,U002819,2026-07-04,refunded,1990.0,1990
PAY000617,U002820,2026-03-09,paid,1490.0,1490
PAY000618,U002840,2026-05-11,paid,1490.0,1490
PAY000619,U002843,2026-02-25,paid,1490.0,1490
PAY000620,U002847,2026-01-22,paid,2970.0,990
PAY000621,U002848,2026-02-15,paid,1990.0,1990
PAY000622,U002853,2026-07-07,paid,1990.0,1990
PAY000623,U002854,2026-04-14,paid,990.0,990
PAY000624,U002855,2026-01-07,refunded,1490.0,1490
PAY000625,U002859,2026-06-12,paid,1490.0,1490
PAY000626,U002866,2026-03-28,paid,990.0,990
PAY000627,U002869,2026-01-15,paid,1990.0,1990
PAY000628,U002872,2026-02-11,paid,2990.0,2990
PAY000629,U002879,2026-06-07,paid,2980.0,1490
PAY000630,U002888,2026-03-19,paid,2980.0,1490
PAY000631,U002889,2026-03-18,paid,1990.0,1990
PAY000632,U002893,2026-03-16,paid,990.0,990
PAY000633,U002899,2026-06-18,paid,990.0,990
PAY000634,U002907,2026-06-07,refunded,1990.0,1990
PAY000635,U002911,2026-02-10,paid,3980.0,1990
PAY000636,U002918,2026-03-13,paid,990.0,990
PAY000637,U002921,2026-04-05,paid,990.0,990
PAY000638,U002923,2026-05-18,paid,990.0,990
PAY000639,U002934,2026-02-13,paid,990.0,990
PAY000640,U002937,2026-01-13,paid,1990.0,1990
PAY000641,U002938,2026-03-15,paid,1980.0,990
PAY000642,U002941,2026-06-07,paid,2980.0,1490
PAY000643,U002947,2026-01-28,paid,1990.0,1990
PAY000644,U002959,2026-06-21,paid,990.0,990
PAY000645,U002966,2026-06-25,paid,990.0,990
PAY000646,U002971,2026-05-12,paid,2990.0,2990
PAY000647,U002972,2026-01-09,paid,1490.0,1490
PAY000648,U002981,2026-05-27,paid,1990.0,1990
PAY000649,U002986,2026-02-23,paid,1990.0,1990
PAY000650,U002989,2026-01-17,paid,2990.0,2990
PAY000651,U002990,2026-05-09,paid,1990.0,1990
PAY000652,U002993,2026-06-08,paid,990.0,990
PAY000653,U002996,2026-05-27,paid,1490.0,1490
PAY000654,U002998,2026-07-03,paid,1490.0,1490
PAY000655,U003004,2026-05-24,paid,990.0,990
PAY000656,U003019,2026-05-19,paid,1490.0,1490
PAY000657,U003020,2026-02-11,paid,1490.0,1490
PAY000658,U003026,2026-03-21,paid,990.0,990
PAY000659,U003031,2026-02-17,paid,1990.0,1990
PAY000660,U003047,2026-04-01,paid,1490.0,1490
PAY000661,U003053,2026-05-04,paid,1990.0,1990
PAY000662,U003057,2026-06-06,paid,1490.0,1490
PAY000663,U003065,2026-03-14,paid,1990.0,1990
PAY000664,U003066,2026-02-19,paid,1990.0,1990
PAY000665,U003071,2026-03-01,paid,1490.0,1490
PAY000666,U003073,2026-05-14,paid,990.0,990
PAY000667,U003076,2026-07-06,paid,990.0,990
PAY000668,U003082,2026-04-02,paid,2990.0,2990
PAY000669,U003084,2026-05-23,paid,1490.0,1490
PAY000670,U003090,2026-02-09,refunded,990.0,990
PAY000671,U003097,2026-01-16,paid,990.0,990
PAY000672,U003100,2026-02-02,paid,1990.0,1990
PAY000673,U003103,2026-02-23,paid,7960.0,1990
PAY000674,U003106,2026-03-10,paid,1990.0,1990
PAY000675,U003108,2026-06-28,paid,1490.0,1490
PAY000676,U003113,2026-04-20,paid,2990.0,2990
PAY000677,U003114,2026-01-18,paid,1990.0,1990
PAY000678,U003122,2026-04-04,paid,990.0,990
PAY000679,U003140,2026-02-23,paid,990.0,990
PAY000680,U003147,2026-05-22,paid,1990.0,1990
PAY000681,U003154,2026-05-27,paid,1990.0,1990
PAY000682,U003163,2026-04-03,paid,1490.0,1490
PAY000683,U003164,2026-04-02,paid,1980.0,990
PAY000684,U003165,2026-05-24,paid,1990.0,1990
PAY000685,U003172,2026-03-26,paid,5980.0,2990
PAY000686,U003174,2026-05-04,paid,3980.0,1990
PAY000687,U003178,2026-01-19,paid,990.0,990
PAY000688,U003179,2026-05-09,paid,1490.0,1490
PAY000689,U003181,2026-06-24,paid,990.0,990
PAY000690,U003183,2026-03-26,paid,1990.0,1990
PAY000691,U003187,2026-02-24,refunded,1490.0,1490
PAY000692,U003196,2026-03-14,paid,990.0,990
PAY000693,U003201,2026-01-30,paid,1490.0,1490
PAY000694,U003205,2026-06-24,paid,4470.0,1490
PAY000695,U003214,2026-07-02,paid,1990.0,1990
PAY000696,U003220,2026-06-24,paid,990.0,990
PAY000697,U003221,2026-01-06,refunded,1490.0,1490
PAY000698,U003222,2026-04-07,paid,1490.0,1490
PAY000699,U003225,2026-04-22,paid,1980.0,990
PAY000700,U003228,2026-05-15,paid,1490.0,1490
PAY000701,U003229,2026-04-19,paid,990.0,990
PAY000702,U003238,2026-04-09,paid,990.0,990
PAY000703,U003240,2026-03-20,paid,990.0,990
PAY000704,U003245,2026-04-26,paid,1490.0,1490
PAY000705,U003248,2026-02-27,paid,1990.0,1990
PAY000706,U003253,2026-03-12,paid,1490.0,1490
PAY000707,U003256,2026-06-12,paid,2980.0,1490
PAY000708,U003263,2026-07-06,paid,2990.0,2990
PAY000709,U003266,2026-02-23,paid,5960.0,1490
PAY000710,U003269,2026-02-19,paid,2990.0,2990
PAY000711,U003271,2026-04-24,paid,1990.0,1990
PAY000712,U003280,2026-02-05,refunded,990.0,990
PAY000713,U003286,2026-06-10,paid,2980.0,1490
PAY000714,U003290,2026-06-19,paid,990.0,990
PAY000715,U003295,2026-06-12,paid,1980.0,990
PAY000716,U003306,2026-05-25,paid,990.0,990
PAY000717,U003307,2026-03-21,paid,990.0,990
PAY000718,U003314,2026-07-10,paid,1990.0,1990
PAY000719,U003319,2026-05-30,refunded,1990.0,1990
PAY000720,U003323,2026-06-21,paid,990.0,990
PAY000721,U003327,2026-05-04,paid,1490.0,1490
PAY000722,U003333,2026-02-13,paid,1490.0,1490
PAY000723,U003344,2026-02-05,paid,1490.0,1490
PAY000724,U003346,2026-06-20,paid,990.0,990
PAY000725,U003351,2026-06-03,paid,990.0,990
PAY000726,U003352,2026-06-29,paid,1990.0,1990
PAY000727,U003362,2026-03-24,refunded,990.0,990
PAY000728,U003375,2026-02-07,paid,1490.0,1490
PAY000729,U003376,2026-05-24,paid,2990.0,2990
PAY000730,U003377,2026-03-06,paid,990.0,990
PAY000731,U003379,2026-07-03,paid,990.0,990
PAY000732,U003382,2026-02-03,paid,990.0,990
PAY000733,U003386,2026-05-06,paid,990.0,990
PAY000734,U003398,2026-02-11,paid,1490.0,1490
PAY000735,U003402,2026-04-14,paid,1490.0,1490
PAY000736,U003404,2026-05-31,paid,1490.0,1490
PAY000737,U003406,2026-07-11,paid,1490.0,1490
PAY000738,U003407,2026-06-06,paid,990.0,990
PAY000739,U003410,2026-06-02,paid,1490.0,1490
PAY000740,U003413,2026-04-07,paid,1990.0,1990
PAY000741,U003426,2026-03-07,paid,990.0,990
PAY000742,U003427,2026-03-20,paid,1990.0,1990
PAY000743,U003428,2026-05-09,paid,1490.0,1490
PAY000744,U003432,2026-01-30,paid,990.0,990
PAY000745,U003434,2026-01-15,paid,1490.0,1490
PAY000746,U003435,2026-06-10,paid,1990.0,1990
PAY000747,U003441,2026-03-24,paid,1990.0,1990
PAY000748,U003444,2026-06-08,paid,1990.0,1990
PAY000749,U003447,2026-01-15,paid,2990.0,2990
PAY000750,U003453,2026-03-11,paid,1490.0,1490
PAY000751,U003456,2026-05-13,paid,1490.0,1490
PAY000752,U003457,2026-01-16,paid,990.0,990
PAY000753,U003461,2026-05-06,paid,990.0,990
PAY000754,U003464,2026-05-03,paid,1980.0,990
PAY000755,U003467,2026-05-05,paid,2970.0,990
PAY000756,U003470,2026-04-14,paid,1490.0,1490
PAY000757,U003474,2026-01-27,paid,2990.0,2990
PAY000758,U003475,2026-06-10,refunded,990.0,990
PAY000759,U003483,2026-06-23,paid,990.0,990
PAY000760,U003491,2026-05-06,paid,1490.0,1490
PAY000761,U003494,2026-05-24,paid,7960.0,1990
PAY000762,U003498,2026-04-17,paid,1490.0,1490
PAY000763,U003501,2026-02-15,paid,1490.0,1490
PAY000764,U003505,2026-02-12,paid,1490.0,1490
PAY000765,U003515,2026-07-06,paid,1990.0,1990
PAY000766,U003529,2026-01-28,paid,1490.0,1490
PAY000767,U003530,2026-03-01,paid,1490.0,1490
PAY000768,U003531,2026-06-06,paid,1990.0,1990
PAY000769,U003541,2026-04-12,paid,990.0,990
PAY000770,U003544,2026-05-28,paid,1990.0,1990
PAY000771,U003547,2026-06-23,refunded,990.0,990
PAY000772,U003554,2026-02-03,refunded,2990.0,2990
PAY000773,U003559,2026-06-01,paid,1990.0,1990
PAY000774,U003564,2026-05-13,paid,1490.0,1490
PAY000775,U003567,2026-02-07,paid,990.0,990
PAY000776,U003569,2026-01-02,paid,1490.0,1490
PAY000777,U003571,2026-05-15,paid,1990.0,1990
PAY000778,U003573,2026-02-23,paid,1490.0,1490
PAY000779,U003579,2026-03-12,paid,1490.0,1490
PAY000780,U003580,2026-03-28,paid,1990.0,1990
PAY000781,U003583,2026-05-05,paid,2980.0,1490
PAY000782,U003584,2026-01-19,refunded,2990.0,2990
PAY000783,U003587,2026-02-18,paid,990.0,990
PAY000784,U003593,2026-06-19,paid,990.0,990
PAY000785,U003595,2026-04-04,paid,1990.0,1990
PAY000786,U003606,2026-05-12,refunded,990.0,990
PAY000787,U003607,2026-03-02,paid,1490.0,1490
PAY000788,U003608,2026-04-01,paid,1490.0,1490
PAY000789,U003615,2026-03-28,paid,990.0,990
PAY000790,U003616,2026-01-22,paid,990.0,990
PAY000791,U003622,2026-02-09,paid,1490.0,1490
PAY000792,U003625,2026-03-29,paid,1490.0,1490
PAY000793,U003628,2026-07-01,paid,1490.0,1490
PAY000794,U003638,2026-01-08,paid,1990.0,1990
PAY000795,U003641,2026-04-03,paid,990.0,990
PAY000796,U003651,2026-04-16,paid,1990.0,1990
PAY000797,U003656,2026-05-02,paid,1490.0,1490
PAY000798,U003657,2026-01-29,paid,990.0,990
PAY000799,U003662,2026-04-27,paid,2990.0,2990
PAY000800,U003673,2026-03-18,paid,1990.0,1990
PAY000801,U003675,2026-07-08,paid,990.0,990
PAY000802,U003687,2026-02-28,paid,1990.0,1990
PAY000803,U003688,2026-06-18,paid,990.0,990
PAY000804,U003695,2026-01-16,paid,2990.0,2990
PAY000805,U003701,2026-03-23,paid,990.0,990
PAY000806,U003713,2026-01-13,paid,990.0,990
PAY000807,U003714,2026-03-08,paid,1490.0,1490
PAY000808,U003722,2026-06-11,paid,1490.0,1490
PAY000809,U003723,2026-06-05,paid,990.0,990
PAY000810,U003726,2026-01-14,paid,1990.0,1990
PAY000811,U003727,2026-04-05,paid,1490.0,1490
PAY000812,U003734,2026-06-09,paid,2990.0,2990
PAY000813,U003737,2026-06-06,paid,1490.0,1490
PAY000814,U003739,2026-02-08,paid,990.0,990
PAY000815,U003742,2026-03-09,paid,990.0,990
PAY000816,U003744,2026-04-19,refunded,1490.0,1490
PAY000817,U003745,2026-05-15,paid,5980.0,2990
PAY000818,U003747,2026-05-24,paid,2980.0,1490
PAY000819,U003751,2026-06-08,paid,990.0,990
PAY000820,U003755,2026-05-21,paid,990.0,990
PAY000821,U003763,2026-01-29,paid,5970.0,1990
PAY000822,U003766,2026-07-09,paid,1490.0,1490
PAY000823,U003770,2026-03-30,paid,1490.0,1490
PAY000824,U003771,2026-06-03,paid,1980.0,990
PAY000825,U003773,2026-07-03,paid,1490.0,1490
PAY000826,U003777,2026-05-27,paid,1990.0,1990
PAY000827,U003778,2026-02-03,paid,990.0,990
PAY000828,U003787,2026-03-16,paid,1490.0,1490
PAY000829,U003806,2026-05-08,refunded,990.0,990
PAY000830,U003808,2026-05-04,paid,990.0,990
PAY000831,U003810,2026-05-07,paid,990.0,990
PAY000832,U003815,2026-03-02,paid,1490.0,1490
PAY000833,U003826,2026-04-01,paid,1990.0,1990
PAY000834,U003831,2026-05-20,refunded,1490.0,1490
PAY000835,U003834,2026-04-03,paid,990.0,990
PAY000836,U003835,2026-06-20,paid,1990.0,1990
PAY000837,U003845,2026-06-06,refunded,2980.0,1490
PAY000838,U003850,2026-05-17,paid,990.0,990
PAY000839,U003855,2026-04-16,paid,1490.0,1490
PAY000840,U003868,2026-06-22,paid,2990.0,2990
PAY000841,U003869,2026-03-05,paid,1490.0,1490
PAY000842,U003873,2026-02-17,paid,1990.0,1990
PAY000843,U003881,2026-05-13,paid,990.0,990
PAY000844,U003883,2026-05-20,paid,990.0,990
PAY000845,U003887,2026-05-10,paid,1490.0,1490
PAY000846,U003889,2026-02-28,paid,2990.0,2990
PAY000847,U003891,2026-01-19,paid,1980.0,990
PAY000848,U003894,2026-04-11,paid,990.0,990
PAY000849,U003898,2026-03-11,paid,1490.0,1490
PAY000850,U003900,2026-03-04,paid,1490.0,1490
PAY000851,U003913,2026-01-21,paid,2990.0,2990
PAY000852,U003915,2026-04-18,paid,990.0,990
PAY000853,U003916,2026-07-10,paid,1490.0,1490
PAY000854,U003918,2026-02-27,paid,1490.0,1490
PAY000855,U003920,2026-03-27,paid,1490.0,1490
PAY000856,U003921,2026-04-05,paid,1490.0,1490
PAY000857,U003923,2026-03-22,paid,1490.0,1490
PAY000858,U003925,2026-02-07,paid,1490.0,1490
PAY000859,U003926,2026-07-02,paid,1490.0,1490
PAY000860,U003927,2026-04-24,paid,5960.0,1490
PAY000861,U003938,2026-06-19,paid,1490.0,1490
PAY000862,U003949,2026-05-01,paid,990.0,990
PAY000863,U003955,2026-02-08,paid,990.0,990
PAY000864,U003956,2026-06-03,paid,1990.0,1990
PAY000865,U003963,2026-04-10,paid,1490.0,1490
PAY000866,U003967,2026-03-08,paid,1980.0,990
PAY000867,U003979,2026-06-16,paid,2990.0,2990
PAY000868,U003983,2026-04-07,paid,1990.0,1990
PAY000869,U003988,2026-06-15,paid,1490.0,1490
PAY000870,U003994,2026-01-30,paid,990.0,990
PAY000871,U003995,2026-01-19,paid,1490.0,1490
PAY000872,U004000,2026-03-16,paid,990.0,990
PAY000873,U004002,2026-05-02,paid,990.0,990
PAY000874,U004013,2026-02-01,paid,990.0,990
PAY000875,U004015,2026-01-17,paid,1990.0,1990
PAY000876,U004017,2026-04-04,paid,990.0,990
PAY000877,U004020,2026-01-09,paid,1990.0,1990
PAY000878,U004022,2026-05-03,paid,1490.0,1490
PAY000879,U004026,2026-03-31,paid,1990.0,1990
PAY000880,U004028,2026-03-21,paid,1990.0,1990
PAY000881,U004033,2026-05-12,paid,1490.0,1490
PAY000882,U004038,2026-04-28,paid,2990.0,2990
PAY000883,U004040,2026-04-14,paid,1490.0,1490
PAY000884,U004043,2026-05-23,paid,1490.0,1490
PAY000885,U004051,2026-05-05,refunded,1990.0,1990
PAY000886,U004052,2026-03-29,refunded,990.0,990
PAY000887,U004057,2026-06-07,paid,990.0,990
PAY000888,U004064,2026-01-30,paid,990.0,990
PAY000889,U004070,2026-05-31,paid,1980.0,990
PAY000890,U004071,2026-03-06,paid,990.0,990
PAY000891,U004073,2026-04-11,paid,1490.0,1490
PAY000892,U004074,2026-02-05,paid,990.0,990
PAY000893,U004078,2026-04-26,paid,2990.0,2990
PAY000894,U004080,2026-02-14,paid,1490.0,1490
PAY000895,U004082,2026-01-16,paid,990.0,990
PAY000896,U004084,2026-03-29,paid,2990.0,2990
PAY000897,U004086,2026-02-19,paid,1490.0,1490
PAY000898,U004093,2026-05-14,paid,3980.0,1990
PAY000899,U004097,2026-04-19,paid,1990.0,1990
PAY000900,U004103,2026-05-14,paid,990.0,990
PAY000901,U004104,2026-01-01,paid,990.0,990
PAY000902,U004106,2026-02-05,paid,1490.0,1490
PAY000903,U004109,2026-05-07,paid,1990.0,1990
PAY000904,U004110,2026-01-24,paid,990.0,990
PAY000905,U004118,2026-06-16,paid,990.0,990
PAY000906,U004119,2026-03-27,paid,2990.0,2990
PAY000907,U004127,2026-06-13,paid,1490.0,1490
PAY000908,U004131,2026-01-21,paid,1490.0,1490
PAY000909,U004133,2026-06-06,paid,1990.0,1990
PAY000910,U004135,2026-03-16,paid,1990.0,1990
PAY000911,U004136,2026-04-30,paid,1990.0,1990
PAY000912,U004137,2026-04-26,paid,990.0,990
PAY000913,U004143,2026-01-27,paid,990.0,990
PAY000914,U004149,2026-06-13,refunded,1490.0,1490
PAY000915,U004153,2026-03-08,paid,2990.0,2990
PAY000916,U004154,2026-05-27,paid,1490.0,1490
PAY000917,U004159,2026-04-25,paid,990.0,990
PAY000918,U004160,2026-04-01,refunded,1990.0,1990
PAY000919,U004164,2026-03-14,paid,1490.0,1490
PAY000920,U004166,2026-04-17,paid,1980.0,990
PAY000921,U004179,2026-04-06,paid,990.0,990
PAY000922,U004193,2026-03-05,paid,1990.0,1990
PAY000923,U004195,2026-03-18,paid,990.0,990
PAY000924,U004196,2026-06-10,paid,990.0,990
PAY000925,U004206,2026-05-25,paid,1490.0,1490
PAY000926,U004211,2026-02-23,paid,990.0,990
PAY000927,U004212,2026-04-10,paid,990.0,990
PAY000928,U004215,2026-01-08,paid,1490.0,1490
PAY000929,U004216,2026-03-18,paid,2990.0,2990
PAY000930,U004220,2026-03-01,paid,2990.0,2990
PAY000931,U004221,2026-04-30,paid,1490.0,1490
PAY000932,U004229,2026-03-28,paid,990.0,990
PAY000933,U004230,2026-04-11,paid,990.0,990
PAY000934,U004234,2026-01-14,paid,1490.0,1490
PAY000935,U004236,2026-03-10,paid,990.0,990
PAY000936,U004237,2026-03-14,paid,1490.0,1490
PAY000937,U004239,2026-06-24,paid,1990.0,1990
PAY000938,U004241,2026-03-16,paid,1490.0,1490
PAY000939,U004243,2026-02-13,paid,2980.0,1490
PAY000940,U004244,2026-04-13,paid,1490.0,1490
PAY000941,U004253,2026-01-26,paid,990.0,990
PAY000942,U004258,2026-03-19,paid,990.0,990
PAY000943,U004262,2026-02-18,paid,1490.0,1490
PAY000944,U004267,2026-01-23,paid,990.0,990
PAY000945,U004282,2026-05-12,paid,1490.0,1490
PAY000946,U004283,2026-01-27,paid,990.0,990
PAY000947,U004289,2026-05-01,paid,1990.0,1990
PAY000948,U004290,2026-04-18,paid,1490.0,1490
PAY000949,U004295,2026-03-26,paid,1990.0,1990
PAY000950,U004301,2026-02-25,paid,1990.0,1990
PAY000951,U004303,2026-06-23,paid,1490.0,1490
PAY000952,U004306,2026-04-20,paid,1990.0,1990
PAY000953,U004309,2026-02-07,paid,2990.0,2990
PAY000954,U004313,2026-06-30,paid,990.0,990
PAY000955,U004315,2026-05-08,paid,1990.0,1990
PAY000956,U004316,2026-06-24,paid,990.0,990
PAY000957,U004318,2026-03-13,paid,1490.0,1490
PAY000958,U004321,2026-04-15,paid,1490.0,1490
PAY000959,U004323,2026-03-19,paid,990.0,990
PAY000960,U004324,2026-05-30,paid,1490.0,1490
PAY000961,U004326,2026-02-27,paid,1490.0,1490
PAY000962,U004332,2026-05-08,paid,1490.0,1490
PAY000963,U004339,2026-06-21,paid,990.0,990
PAY000964,U004344,2026-02-02,paid,2990.0,2990
PAY000965,U004346,2026-06-15,paid,1990.0,1990
PAY000966,U004352,2026-02-18,paid,1490.0,1490
PAY000967,U004353,2026-06-05,paid,1990.0,1990
PAY000968,U004359,2026-01-31,paid,1490.0,1490
PAY000969,U004373,2026-01-10,paid,1990.0,1990
PAY000970,U004375,2026-05-12,paid,1990.0,1990
PAY000971,U004377,2026-06-22,paid,1490.0,1490
PAY000972,U004378,2026-01-29,paid,1990.0,1990
PAY000973,U004389,2026-06-16,paid,2990.0,2990
PAY000974,U004391,2026-05-05,paid,990.0,990
PAY000975,U004401,2026-06-09,paid,990.0,990
PAY000976,U004404,2026-04-05,paid,990.0,990
PAY000977,U004411,2026-03-12,paid,990.0,990
PAY000978,U004413,2026-02-11,paid,990.0,990
PAY000979,U004414,2026-03-09,paid,1490.0,1490
PAY000980,U004416,2026-03-08,paid,990.0,990
PAY000981,U004419,2026-05-18,paid,990.0,990
PAY000982,U004423,2026-03-22,paid,1490.0,1490
PAY000983,U004443,2026-07-01,paid,990.0,990
PAY000984,U004448,2026-06-01,paid,990.0,990
PAY000985,U004450,2026-03-27,paid,1490.0,1490
PAY000986,U004461,2026-05-27,paid,1490.0,1490
PAY000987,U004463,2026-05-11,paid,990.0,990
PAY000988,U004467,2026-06-26,paid,1990.0,1990
PAY000989,U004469,2026-03-12,paid,990.0,990
PAY000990,U004473,2026-01-14,paid,990.0,990
PAY000991,U004479,2026-05-29,paid,1490.0,1490
PAY000992,U004481,2026-04-24,paid,990.0,990
PAY000993,U004482,2026-04-21,paid,1490.0,1490
PAY000994,U004483,2026-04-28,paid,990.0,990
PAY000995,U004495,2026-03-26,paid,1490.0,1490
PAY000996,U004497,2026-05-23,paid,990.0,990
PAY000997,U004502,2026-06-25,paid,1990.0,1990
PAY000998,U004509,2026-03-01,paid,1490.0,1490
PAY000999,U004510,2026-05-11,refunded,990.0,990
PAY001000,U004511,2026-03-24,paid,2990.0,2990
PAY001001,U004514,2026-05-13,paid,990.0,990
PAY001002,U004521,2026-01-22,paid,1990.0,1990
PAY001003,U004522,2026-05-25,paid,2990.0,2990
PAY001004,U004526,2026-02-27,paid,990.0,990
PAY001005,U004529,2026-05-06,paid,990.0,990
PAY001006,U004530,2026-05-24,paid,1990.0,1990
PAY001007,U004531,2026-06-04,paid,990.0,990
PAY001008,U004535,2026-06-05,paid,1490.0,1490
PAY001009,U004540,2026-02-09,paid,1990.0,1990
PAY001010,U004541,2026-05-08,paid,1490.0,1490
PAY001011,U004544,2026-03-19,paid,990.0,990
PAY001012,U004545,2026-04-05,refunded,990.0,990
PAY001013,U004546,2026-03-30,paid,1490.0,1490
PAY001014,U004550,2026-02-25,refunded,990.0,990
PAY001015,U004552,2026-06-09,paid,1490.0,1490
PAY001016,U004558,2026-03-29,paid,2990.0,2990
PAY001017,U004559,2026-05-25,paid,1490.0,1490
PAY001018,U004561,2026-01-04,paid,2990.0,2990
PAY001019,U004575,2026-06-19,paid,1490.0,1490
