date,channel,spend
2026-06-27,paid_search,13570.47
2026-06-27,paid_social,15394.66
2026-06-27,email,1805.61
2026-06-27,referral,3540.78
2026-06-27,influencer,7653.09
2026-06-28,paid_search,10890.09
2026-06-28,paid_social,16164.22
2026-06-28,email,1390.3
2026-06-28,referral,2864.59
2026-06-28,influencer,6225.39
2026-06-29,paid_search,13140.3
2026-06-29,paid_social,10090.38
2026-06-29,email,1918.91
2026-06-29,referral,3533.96
2026-06-29,influencer,5865.75
2026-06-30,paid_search,16739.26
2026-06-30,paid_social,11134.41
2026-06-30,email,2372.28
2026-06-30,referral,2659.03
2026-06-30,influencer,5728.92
